State	PresidentialCandidate	Electoral Vote	Popular Vote	Year	PoliticalParty
Texas	Other (+)	0	6,855	1884.0	 - 
Vermont	Grover Cleveland	0	17,331	1884.0	Democratic
Vermont	James Blaine	4	39,514	1884.0	Republican
Vermont	Other (+)	0	2,556	1884.0	 - 
Virginia	Grover Cleveland	12	145,491	1884.0	Democratic
Virginia	James Blaine	0	139,356	1884.0	Republican
Virginia	Other (+)	0	130	1884.0	 - 
West Virginia	Grover Cleveland	6	67,311	1884.0	Democratic
West Virginia	James Blaine	0	63,096	1884.0	Republican
West Virginia	Other (+)	0	1,738	1884.0	 - 
Alabama	Grover Cleveland	0	117,314	1888.0	Democratic
Alabama	Benjamin Harrison	10	57,177	1888.0	Republican
Alabama	Clinton Fisk	0	594	1888.0	Prohibition
Alabama	Other (+)	0	0	1888.0	 - 
Arkansas	Grover Cleveland	0	86,062	1888.0	Democratic
Arkansas	Benjamin Harrison	7	59,752	1888.0	Republican
Arkansas	Clinton Fisk	0	614	1888.0	Prohibition
Arkansas	Other (+)	0	10,630	1888.0	 - 
California	Grover Cleveland	8	117,729	1888.0	Democratic
California	Benjamin Harrison	0	124,816	1888.0	Republican
California	Clinton Fisk	0	5,761	1888.0	Prohibition
California	Other (+)	0	3,033	1888.0	 - 
Colorado	Grover Cleveland	3	37,549	1888.0	Democratic
Colorado	Benjamin Harrison	0	50,772	1888.0	Republican
Colorado	Clinton Fisk	0	2,182	1888.0	Prohibition
Colorado	Other (+)	0	1,443	1888.0	 - 
Connecticut	Grover Cleveland	0	74,920	1888.0	Democratic
Connecticut	Benjamin Harrison	6	74,584	1888.0	Republican
Connecticut	Clinton Fisk	0	4,234	1888.0	Prohibition
Connecticut	Other (+)	0	240	1888.0	 - 
Delaware	Grover Cleveland	0	16,414	1888.0	Democratic
Delaware	Benjamin Harrison	3	12,950	1888.0	Republican
Delaware	Clinton Fisk	0	399	1888.0	Prohibition
Delaware	Other (+)	0	1	1888.0	 - 
Florida	Grover Cleveland	0	39,557	1888.0	Democratic
Florida	Benjamin Harrison	4	26,529	1888.0	Republican
Florida	Clinton Fisk	0	414	1888.0	Prohibition
Florida	Other (+)	0	0	1888.0	 - 
Georgia	Grover Cleveland	0	100,493	1888.0	Democratic
Georgia	Benjamin Harrison	12	40,499	1888.0	Republican
Georgia	Clinton Fisk	0	1,808	1888.0	Prohibition
Georgia	Other (+)	0	136	1888.0	 - 
Illinois	Grover Cleveland	22	348,351	1888.0	Democratic
Illinois	Benjamin Harrison	0	370,475	1888.0	Republican
Illinois	Clinton Fisk	0	21,703	1888.0	Prohibition
Illinois	Other (+)	0	7,284	1888.0	 - 
Indiana	Grover Cleveland	15	261,013	1888.0	Democratic
Indiana	Benjamin Harrison	0	263,361	1888.0	Republican
Indiana	Clinton Fisk	0	9,881	1888.0	Prohibition
Indiana	Other (+)	0	2,694	1888.0	 - 
Iowa	Grover Cleveland	13	179,877	1888.0	Democratic
Iowa	Benjamin Harrison	0	211,603	1888.0	Republican
Iowa	Clinton Fisk	0	3,550	1888.0	Prohibition
Iowa	Other (+)	0	9,105	1888.0	 - 
Kansas	Grover Cleveland	9	102,745	1888.0	Democratic
Kansas	Benjamin Harrison	0	182,904	1888.0	Republican
Kansas	Clinton Fisk	0	6,779	1888.0	Prohibition
Kansas	Other (+)	0	38,721	1888.0	 - 
Kentucky	Grover Cleveland	0	183,830	1888.0	Democratic
Kentucky	Benjamin Harrison	13	155,138	1888.0	Republican
Kentucky	Clinton Fisk	0	5,223	1888.0	Prohibition
Kentucky	Other (+)	0	677	1888.0	 - 
Louisiana	Grover Cleveland	0	85,032	1888.0	Democratic
Louisiana	Benjamin Harrison	8	30,660	1888.0	Republican
Louisiana	Clinton Fisk	0	160	1888.0	Prohibition
Louisiana	Other (+)	0	39	1888.0	 - 
Maine	Grover Cleveland	6	50,472	1888.0	Democratic
Maine	Benjamin Harrison	0	73,730	1888.0	Republican
Maine	Clinton Fisk	0	2,691	1888.0	Prohibition
Maine	Other (+)	0	1,360	1888.0	 - 
Maryland	Grover Cleveland	0	106,188	1888.0	Democratic
Maryland	Benjamin Harrison	8	99,986	1888.0	Republican
Maryland	Clinton Fisk	0	4,767	1888.0	Prohibition
Maryland	Other (+)	0	0	1888.0	 - 
Massachusetts	Grover Cleveland	14	151,590	1888.0	Democratic
Massachusetts	Benjamin Harrison	0	183,892	1888.0	Republican
Massachusetts	Clinton Fisk	0	8,701	1888.0	Prohibition
Massachusetts	Other (+)	0	60	1888.0	 - 
Michigan	Grover Cleveland	13	213,469	1888.0	Democratic
Michigan	Benjamin Harrison	0	236,387	1888.0	Republican
Michigan	Clinton Fisk	0	20,945	1888.0	Prohibition
Michigan	Other (+)	0	4,555	1888.0	 - 
Minnesota	Grover Cleveland	7	104,385	1888.0	Democratic
Minnesota	Benjamin Harrison	0	142,492	1888.0	Republican
Minnesota	Clinton Fisk	0	15,311	1888.0	Prohibition
Minnesota	Other (+)	0	1,097	1888.0	 - 
Mississippi	Grover Cleveland	0	85,451	1888.0	Democratic
Mississippi	Benjamin Harrison	9	30,095	1888.0	Republican
Mississippi	Clinton Fisk	0	240	1888.0	Prohibition
Mississippi	Other (+)	0	0	1888.0	 - 
Missouri	Grover Cleveland	0	261,943	1888.0	Democratic
Missouri	Benjamin Harrison	16	236,252	1888.0	Republican
Missouri	Clinton Fisk	0	4,539	1888.0	Prohibition
Missouri	Other (+)	0	18,626	1888.0	 - 
Nebraska	Grover Cleveland	5	80,552	1888.0	Democratic
Nebraska	Benjamin Harrison	0	108,425	1888.0	Republican
Nebraska	Clinton Fisk	0	9,429	1888.0	Prohibition
Nebraska	Other (+)	0	4,226	1888.0	 - 
Nevada	Grover Cleveland	3	5,149	1888.0	Democratic
Nevada	Benjamin Harrison	0	7,088	1888.0	Republican
Nevada	Clinton Fisk	0	41	1888.0	Prohibition
Nevada	Other (+)	0	0	1888.0	 - 
New Hampshire	Grover Cleveland	4	43,456	1888.0	Democratic
New Hampshire	Benjamin Harrison	0	45,728	1888.0	Republican
New Hampshire	Clinton Fisk	0	1,593	1888.0	Prohibition
New Hampshire	Other (+)	0	58	1888.0	 - 
New Jersey	Grover Cleveland	0	151,508	1888.0	Democratic
New Jersey	Benjamin Harrison	9	144,360	1888.0	Republican
New Jersey	Clinton Fisk	0	7,933	1888.0	Prohibition
New Jersey	Other (+)	0	0	1888.0	 - 
New York	Grover Cleveland	36	635,965	1888.0	Democratic
New York	Benjamin Harrison	0	650,338	1888.0	Republican
New York	Clinton Fisk	0	30,231	1888.0	Prohibition
New York	Other (+)	0	3,214	1888.0	 - 
North Carolina	Grover Cleveland	0	147,902	1888.0	Democratic
North Carolina	Benjamin Harrison	11	134,784	1888.0	Republican
North Carolina	Clinton Fisk	0	2,840	1888.0	Prohibition
North Carolina	Other (+)	0	37	1888.0	 - 
Ohio	Grover Cleveland	23	396,455	1888.0	Democratic
Ohio	Benjamin Harrison	0	416,054	1888.0	Republican
Ohio	Clinton Fisk	0	24,356	1888.0	Prohibition
Ohio	Other (+)	0	3,496	1888.0	 - 
Oregon	Grover Cleveland	3	26,522	1888.0	Democratic
Oregon	Benjamin Harrison	0	33,291	1888.0	Republican
Oregon	Clinton Fisk	0	1,677	1888.0	Prohibition
Oregon	Other (+)	0	363	1888.0	 - 
Pennsylvania	Grover Cleveland	30	446,633	1888.0	Democratic
Pennsylvania	Benjamin Harrison	0	526,091	1888.0	Republican
Pennsylvania	Clinton Fisk	0	20,947	1888.0	Prohibition
Pennsylvania	Other (+)	0	3,897	1888.0	 - 
Rhode Island	Grover Cleveland	4	17,530	1888.0	Democratic
Rhode Island	Benjamin Harrison	0	21,969	1888.0	Republican
Rhode Island	Clinton Fisk	0	1,251	1888.0	Prohibition
Rhode Island	Other (+)	0	25	1888.0	 - 
South Carolina	Grover Cleveland	0	65,824	1888.0	Democratic
South Carolina	Benjamin Harrison	9	13,736	1888.0	Republican
South Carolina	Clinton Fisk	0	0	1888.0	Prohibition
South Carolina	Other (+)	0	437	1888.0	 - 
Tennessee	Grover Cleveland	0	158,699	1888.0	Democratic
Tennessee	Benjamin Harrison	12	138,978	1888.0	Republican
Tennessee	Clinton Fisk	0	5,969	1888.0	Prohibition
Tennessee	Other (+)	0	48	1888.0	 - 
Texas	Grover Cleveland	0	234,883	1888.0	Democratic
Texas	Benjamin Harrison	13	88,422	1888.0	Republican
Texas	Clinton Fisk	0	4,749	1888.0	Prohibition
Texas	Other (+)	0	29,459	1888.0	 - 
Vermont	Grover Cleveland	4	16,788	1888.0	Democratic
Vermont	Benjamin Harrison	0	45,192	1888.0	Republican
Vermont	Clinton Fisk	0	1,460	1888.0	Prohibition
Vermont	Other (+)	0	2,012	1888.0	 - 
Virginia	Grover Cleveland	0	152,004	1888.0	Democratic
Virginia	Benjamin Harrison	12	150,399	1888.0	Republican
Virginia	Clinton Fisk	0	1,684	1888.0	Prohibition
Virginia	Other (+)	0	0	1888.0	 - 
West Virginia	Grover Cleveland	0	78,677	1888.0	Democratic
West Virginia	Benjamin Harrison	6	78,171	1888.0	Republican
West Virginia	Clinton Fisk	0	1,084	1888.0	Prohibition
West Virginia	Other (+)	0	1,508	1888.0	 - 
Alabama	Grover Cleveland	11	138,135	1892.0	Democratic
Alabama	Benjamin Harrison	0	9,184	1892.0	Republican
Alabama	James Weaver	0	84,984	1892.0	Populist
Alabama	John Bidwell	0	240	1892.0	Prohibition
Alabama	Other (+)	0	0	1892.0	 - 
Arkansas	Grover Cleveland	8	87,834	1892.0	Democratic
Arkansas	Benjamin Harrison	0	47,072	1892.0	Republican
Arkansas	James Weaver	0	11,831	1892.0	Populist
Arkansas	John Bidwell	0	113	1892.0	Prohibition
Arkansas	Other (+)	0	1,267	1892.0	 - 
California	Grover Cleveland	8	118,174	1892.0	Democratic
California	Benjamin Harrison	1	118,027	1892.0	Republican
California	James Weaver	0	25,311	1892.0	Populist
California	John Bidwell	0	8,096	1892.0	Prohibition
California	Other (+)	0	1	1892.0	 - 
Colorado	Grover Cleveland	0	0	1892.0	Democratic
Colorado	Benjamin Harrison	0	38,620	1892.0	Republican
Colorado	James Weaver	4	53,584	1892.0	Populist
Colorado	John Bidwell	0	1,687	1892.0	Prohibition
Colorado	Other (+)	0	0	1892.0	 - 
Connecticut	Grover Cleveland	6	82,395	1892.0	Democratic
Connecticut	Benjamin Harrison	0	77,032	1892.0	Republican
Connecticut	James Weaver	0	809	1892.0	Populist
Connecticut	John Bidwell	0	4,026	1892.0	Prohibition
Connecticut	Other (+)	0	333	1892.0	 - 
Delaware	Grover Cleveland	3	18,581	1892.0	Democratic
Delaware	Benjamin Harrison	0	18,077	1892.0	Republican
Delaware	James Weaver	0	0	1892.0	Populist
Delaware	John Bidwell	0	564	1892.0	Prohibition
Delaware	Other (+)	0	13	1892.0	 - 
Florida	Grover Cleveland	4	30,153	1892.0	Democratic
Florida	Benjamin Harrison	0	0	1892.0	Republican
Florida	James Weaver	0	4,843	1892.0	Populist
Florida	John Bidwell	0	475	1892.0	Prohibition
Florida	Other (+)	0	0	1892.0	 - 
Georgia	Grover Cleveland	13	129,446	1892.0	Democratic
Georgia	Benjamin Harrison	0	48,408	1892.0	Republican
Georgia	James Weaver	0	41,939	1892.0	Populist
Georgia	John Bidwell	0	988	1892.0	Prohibition
Georgia	Other (+)	0	2,345	1892.0	 - 
Idaho	Grover Cleveland	0	0	1892.0	Democratic
Idaho	Benjamin Harrison	0	8,599	1892.0	Republican
Idaho	James Weaver	3	10,520	1892.0	Populist
Idaho	John Bidwell	0	288	1892.0	Prohibition
Idaho	Other (+)	0	0	1892.0	 - 
Illinois	Grover Cleveland	24	426,281	1892.0	Democratic
Illinois	Benjamin Harrison	0	399,288	1892.0	Republican
Illinois	James Weaver	0	22,207	1892.0	Populist
Illinois	John Bidwell	0	25,871	1892.0	Prohibition
Illinois	Other (+)	0	0	1892.0	 - 
Indiana	Grover Cleveland	15	262,740	1892.0	Democratic
Indiana	Benjamin Harrison	0	255,615	1892.0	Republican
Indiana	James Weaver	0	22,208	1892.0	Populist
Indiana	John Bidwell	0	13,050	1892.0	Prohibition
Indiana	Other (+)	0	0	1892.0	 - 
Iowa	Grover Cleveland	0	196,367	1892.0	Democratic
Iowa	Benjamin Harrison	13	219,795	1892.0	Republican
Iowa	James Weaver	0	20,595	1892.0	Populist
Iowa	John Bidwell	0	6,402	1892.0	Prohibition
Iowa	Other (+)	0	0	1892.0	 - 
Kansas	Grover Cleveland	0	0	1892.0	Democratic
Kansas	Benjamin Harrison	0	157,241	1892.0	Republican
Kansas	James Weaver	10	163,111	1892.0	Populist
Kansas	John Bidwell	0	4,553	1892.0	Prohibition
Kansas	Other (+)	0	0	1892.0	 - 
Kentucky	Grover Cleveland	13	175,461	1892.0	Democratic
Kentucky	Benjamin Harrison	0	135,462	1892.0	Republican
Kentucky	James Weaver	0	23,500	1892.0	Populist
Kentucky	John Bidwell	0	6,441	1892.0	Prohibition
Kentucky	Other (+)	0	0	1892.0	 - 
Louisiana	Grover Cleveland	8	87,926	1892.0	Democratic
Louisiana	Benjamin Harrison	0	26,963	1892.0	Republican
Louisiana	James Weaver	0	0	1892.0	Populist
Louisiana	John Bidwell	0	0	1892.0	Prohibition
Louisiana	Other (+)	0	0	1892.0	 - 
Maine	Grover Cleveland	0	48,049	1892.0	Democratic
Maine	Benjamin Harrison	6	62,936	1892.0	Republican
Maine	James Weaver	0	2,396	1892.0	Populist
Maine	John Bidwell	0	3,066	1892.0	Prohibition
Maine	Other (+)	0	4	1892.0	 - 
Maryland	Grover Cleveland	8	113,866	1892.0	Democratic
Maryland	Benjamin Harrison	0	92,736	1892.0	Republican
Maryland	James Weaver	0	796	1892.0	Populist
Maryland	John Bidwell	0	5,877	1892.0	Prohibition
Maryland	Other (+)	0	0	1892.0	 - 
Massachusetts	Grover Cleveland	0	176,813	1892.0	Democratic
Massachusetts	Benjamin Harrison	15	202,814	1892.0	Republican
Massachusetts	James Weaver	0	3,210	1892.0	Populist
Massachusetts	John Bidwell	0	7,539	1892.0	Prohibition
Massachusetts	Other (+)	0	652	1892.0	 - 
Michigan	Grover Cleveland	5	201,624	1892.0	Democratic
Michigan	Benjamin Harrison	9	222,708	1892.0	Republican
Michigan	James Weaver	0	19,931	1892.0	Populist
Michigan	John Bidwell	0	20,857	1892.0	Prohibition
Michigan	Other (+)	0	925	1892.0	 - 
Minnesota	Grover Cleveland	0	100,920	1892.0	Democratic
Minnesota	Benjamin Harrison	9	122,823	1892.0	Republican
Minnesota	James Weaver	0	29,313	1892.0	Populist
Minnesota	John Bidwell	0	14,182	1892.0	Prohibition
Minnesota	Other (+)	0	0	1892.0	 - 
Mississippi	Grover Cleveland	9	40,030	1892.0	Democratic
Mississippi	Benjamin Harrison	0	1,398	1892.0	Republican
Mississippi	James Weaver	0	10,118	1892.0	Populist
Mississippi	John Bidwell	0	973	1892.0	Prohibition
Mississippi	Other (+)	0	0	1892.0	 - 
Missouri	Grover Cleveland	17	268,400	1892.0	Democratic
Missouri	Benjamin Harrison	0	227,646	1892.0	Republican
Missouri	James Weaver	0	41,204	1892.0	Populist
Missouri	John Bidwell	0	4,333	1892.0	Prohibition
Missouri	Other (+)	0	0	1892.0	 - 
Montana	Grover Cleveland	0	17,690	1892.0	Democratic
Montana	Benjamin Harrison	3	18,871	1892.0	Republican
Montana	James Weaver	0	7,338	1892.0	Populist
Montana	John Bidwell	0	562	1892.0	Prohibition
Montana	Other (+)	0	0	1892.0	 - 
Nebraska	Grover Cleveland	0	24,943	1892.0	Democratic
Nebraska	Benjamin Harrison	8	87,213	1892.0	Republican
Nebraska	James Weaver	0	83,134	1892.0	Populist
Nebraska	John Bidwell	0	4,902	1892.0	Prohibition
Nebraska	Other (+)	0	0	1892.0	 - 
Nevada	Grover Cleveland	0	714	1892.0	Democratic
Nevada	Benjamin Harrison	0	2,811	1892.0	Republican
Nevada	James Weaver	3	7,264	1892.0	Populist
Nevada	John Bidwell	0	89	1892.0	Prohibition
Nevada	Other (+)	0	0	1892.0	 - 
New Hampshire	Grover Cleveland	0	42,081	1892.0	Democratic
New Hampshire	Benjamin Harrison	4	45,658	1892.0	Republican
New Hampshire	James Weaver	0	293	1892.0	Populist
New Hampshire	John Bidwell	0	1,297	1892.0	Prohibition
New Hampshire	Other (+)	0	0	1892.0	 - 
New Jersey	Grover Cleveland	10	171,066	1892.0	Democratic
New Jersey	Benjamin Harrison	0	156,101	1892.0	Republican
New Jersey	James Weaver	0	985	1892.0	Populist
New Jersey	John Bidwell	0	8,134	1892.0	Prohibition
New Jersey	Other (+)	0	1,337	1892.0	 - 
New York	Grover Cleveland	36	654,868	1892.0	Democratic
New York	Benjamin Harrison	0	609,350	1892.0	Republican
New York	James Weaver	0	16,429	1892.0	Populist
New York	John Bidwell	0	38,190	1892.0	Prohibition
New York	Other (+)	0	17,956	1892.0	 - 
North Carolina	Grover Cleveland	11	132,951	1892.0	Democratic
North Carolina	Benjamin Harrison	0	100,346	1892.0	Republican
North Carolina	James Weaver	0	44,336	1892.0	Populist
North Carolina	John Bidwell	0	2,637	1892.0	Prohibition
North Carolina	Other (+)	0	0	1892.0	 - 
North Dakota	Grover Cleveland	1	0	1892.0	Democratic
North Dakota	Benjamin Harrison	1	17,519	1892.0	Republican
North Dakota	James Weaver	1	17,700	1892.0	Populist
North Dakota	John Bidwell	0	899	1892.0	Prohibition
North Dakota	Other (+)	0	0	1892.0	 - 
Ohio	Grover Cleveland	1	404,115	1892.0	Democratic
Ohio	Benjamin Harrison	22	405,187	1892.0	Republican
Ohio	James Weaver	0	14,850	1892.0	Populist
Ohio	John Bidwell	0	26,012	1892.0	Prohibition
Ohio	Other (+)	0	0	1892.0	 - 
Oregon	Grover Cleveland	0	14,243	1892.0	Democratic
Oregon	Benjamin Harrison	3	35,002	1892.0	Republican
Oregon	James Weaver	1	26,965	1892.0	Populist
Oregon	John Bidwell	0	2,281	1892.0	Prohibition
Oregon	Other (+)	0	0	1892.0	 - 
Pennsylvania	Grover Cleveland	0	452,264	1892.0	Democratic
Pennsylvania	Benjamin Harrison	32	516,011	1892.0	Republican
Pennsylvania	James Weaver	0	8,714	1892.0	Populist
Pennsylvania	John Bidwell	0	25,123	1892.0	Prohibition
Pennsylvania	Other (+)	0	898	1892.0	 - 
Rhode Island	Grover Cleveland	0	24,336	1892.0	Democratic
Rhode Island	Benjamin Harrison	4	26,975	1892.0	Republican
Rhode Island	James Weaver	0	228	1892.0	Populist
Rhode Island	John Bidwell	0	1,654	1892.0	Prohibition
Rhode Island	Other (+)	0	3	1892.0	 - 
South Carolina	Grover Cleveland	9	54,680	1892.0	Democratic
South Carolina	Benjamin Harrison	0	13,345	1892.0	Republican
South Carolina	James Weaver	0	2,407	1892.0	Populist
South Carolina	John Bidwell	0	0	1892.0	Prohibition
South Carolina	Other (+)	0	72	1892.0	 - 
South Dakota	Grover Cleveland	0	9,081	1892.0	Democratic
South Dakota	Benjamin Harrison	4	34,888	1892.0	Republican
South Dakota	James Weaver	0	26,544	1892.0	Populist
South Dakota	John Bidwell	0	0	1892.0	Prohibition
South Dakota	Other (+)	0	0	1892.0	 - 
Tennessee	Grover Cleveland	12	136,468	1892.0	Democratic
Tennessee	Benjamin Harrison	0	100,537	1892.0	Republican
Tennessee	James Weaver	0	23,918	1892.0	Populist
Tennessee	John Bidwell	0	4,809	1892.0	Prohibition
Tennessee	Other (+)	0	0	1892.0	 - 
Texas	Grover Cleveland	15	239,148	1892.0	Democratic
Texas	Benjamin Harrison	0	81,144	1892.0	Republican
Texas	James Weaver	0	99,688	1892.0	Populist
Texas	John Bidwell	0	2,165	1892.0	Prohibition
Texas	Other (+)	0	0	1892.0	 - 
Vermont	Grover Cleveland	0	16,325	1892.0	Democratic
Vermont	Benjamin Harrison	4	37,992	1892.0	Republican
Vermont	James Weaver	0	44	1892.0	Populist
Vermont	John Bidwell	0	1,424	1892.0	Prohibition
Vermont	Other (+)	0	11	1892.0	 - 
Virginia	Grover Cleveland	12	164,136	1892.0	Democratic
Virginia	Benjamin Harrison	0	113,098	1892.0	Republican
Virginia	James Weaver	0	12,275	1892.0	Populist
Virginia	John Bidwell	0	2,729	1892.0	Prohibition
Virginia	Other (+)	0	0	1892.0	 - 
Washington	Grover Cleveland	0	29,802	1892.0	Democratic
Washington	Benjamin Harrison	4	36,460	1892.0	Republican
Washington	James Weaver	0	19,165	1892.0	Populist
Washington	John Bidwell	0	2,542	1892.0	Prohibition
Washington	Other (+)	0	0	1892.0	 - 
West Virginia	Grover Cleveland	6	84,467	1892.0	Democratic
West Virginia	Benjamin Harrison	0	80,292	1892.0	Republican
West Virginia	James Weaver	0	4,167	1892.0	Populist
West Virginia	John Bidwell	0	2,153	1892.0	Prohibition
West Virginia	Other (+)	0	0	1892.0	 - 
Wisconsin	Grover Cleveland	12	177,325	1892.0	Democratic
Wisconsin	Benjamin Harrison	0	171,101	1892.0	Republican
Wisconsin	James Weaver	0	10,019	1892.0	Populist
Wisconsin	John Bidwell	0	13,136	1892.0	Prohibition
Wisconsin	Other (+)	0	0	1892.0	 - 
Alabama	William McKinley	0	55,673	1896.0	Republican
Alabama	William Bryan	11	130,298	1896.0	Democratic
Alabama	Other (+)	0	8,609	1896.0	 - 
Arkansas	William McKinley	0	37,512	1896.0	Republican
Arkansas	William Bryan	8	110,103	1896.0	Democratic
Arkansas	Other (+)	0	1,732	1896.0	 - 
California	William McKinley	8	146,688	1896.0	Republican
California	William Bryan	1	144,766	1896.0	Democratic
California	Other (+)	0	6,965	1896.0	 - 
Colorado	William McKinley	0	26,271	1896.0	Republican
Colorado	William Bryan	4	161,005	1896.0	Democratic
Colorado	Other (+)	0	2,263	1896.0	 - 
Connecticut	William McKinley	6	110,285	1896.0	Republican
Connecticut	William Bryan	0	56,740	1896.0	Democratic
Connecticut	Other (+)	0	7,365	1896.0	 - 
Delaware	William McKinley	3	20,450	1896.0	Republican
Delaware	William Bryan	0	16,574	1896.0	Democratic
Delaware	Other (+)	0	1,432	1896.0	 - 
Florida	William McKinley	0	11,298	1896.0	Republican
Florida	William Bryan	4	32,756	1896.0	Democratic
Florida	Other (+)	0	2,434	1896.0	 - 
Georgia	William McKinley	0	59,395	1896.0	Republican
Georgia	William Bryan	13	93,885	1896.0	Democratic
Georgia	Other (+)	0	9,200	1896.0	 - 
Idaho	William McKinley	0	6,314	1896.0	Republican
Idaho	William Bryan	3	23,135	1896.0	Democratic
Idaho	Other (+)	0	172	1896.0	 - 
Illinois	William McKinley	24	607,130	1896.0	Republican
Illinois	William Bryan	0	465,613	1896.0	Democratic
Illinois	Other (+)	0	18,126	1896.0	 - 
Indiana	William McKinley	15	323,754	1896.0	Republican
Indiana	William Bryan	0	305,573	1896.0	Democratic
Indiana	Other (+)	0	7,792	1896.0	 - 
Iowa	William McKinley	13	289,293	1896.0	Republican
Iowa	William Bryan	0	223,741	1896.0	Democratic
Iowa	Other (+)	0	8,513	1896.0	 - 
Kansas	William McKinley	0	159,345	1896.0	Republican
Kansas	William Bryan	10	171,675	1896.0	Democratic
Kansas	Other (+)	0	3,527	1896.0	 - 
Kentucky	William McKinley	12	218,171	1896.0	Republican
Kentucky	William Bryan	1	217,894	1896.0	Democratic
Kentucky	Other (+)	0	9,863	1896.0	 - 
Louisiana	William McKinley	0	22,037	1896.0	Republican
Louisiana	William Bryan	8	77,175	1896.0	Democratic
Louisiana	Other (+)	0	1,834	1896.0	 - 
Maine	William McKinley	6	80,403	1896.0	Republican
Maine	William Bryan	0	34,587	1896.0	Democratic
Maine	Other (+)	0	3,429	1896.0	 - 
Maryland	William McKinley	8	136,959	1896.0	Republican
Maryland	William Bryan	0	104,150	1896.0	Democratic
Maryland	Other (+)	0	9,140	1896.0	 - 
Massachusetts	William McKinley	15	278,976	1896.0	Republican
Massachusetts	William Bryan	0	105,711	1896.0	Democratic
Massachusetts	Other (+)	0	16,881	1896.0	 - 
Michigan	William McKinley	14	293,336	1896.0	Republican
Michigan	William Bryan	0	237,166	1896.0	Democratic
Michigan	Other (+)	0	15,083	1896.0	 - 
Minnesota	William McKinley	9	193,503	1896.0	Republican
Minnesota	William Bryan	0	139,735	1896.0	Democratic
Minnesota	Other (+)	0	8,524	1896.0	 - 
Mississippi	William McKinley	0	4,819	1896.0	Republican
Mississippi	William Bryan	9	63,355	1896.0	Democratic
Mississippi	Other (+)	0	1,417	1896.0	 - 
Missouri	William McKinley	0	304,940	1896.0	Republican
Missouri	William Bryan	17	363,667	1896.0	Democratic
Missouri	Other (+)	0	5,299	1896.0	 - 
Montana	William McKinley	0	10,509	1896.0	Republican
Montana	William Bryan	3	42,628	1896.0	Democratic
Montana	Other (+)	0	193	1896.0	 - 
Nebraska	William McKinley	0	103,064	1896.0	Republican
Nebraska	William Bryan	8	115,007	1896.0	Democratic
Nebraska	Other (+)	0	5,111	1896.0	 - 
Nevada	William McKinley	0	1,938	1896.0	Republican
Nevada	William Bryan	3	8,376	1896.0	Democratic
Nevada	Other (+)	0	0	1896.0	 - 
New Hampshire	William McKinley	4	57,444	1896.0	Republican
New Hampshire	William Bryan	0	21,650	1896.0	Democratic
New Hampshire	Other (+)	0	4,576	1896.0	 - 
New Jersey	William McKinley	10	221,535	1896.0	Republican
New Jersey	William Bryan	0	133,695	1896.0	Democratic
New Jersey	Other (+)	0	15,981	1896.0	 - 
New York	William McKinley	36	819,838	1896.0	Republican
New York	William Bryan	0	551,369	1896.0	Democratic
New York	Other (+)	0	52,669	1896.0	 - 
North Carolina	William McKinley	0	155,122	1896.0	Republican
North Carolina	William Bryan	11	174,408	1896.0	Democratic
North Carolina	Other (+)	0	1,807	1896.0	 - 
North Dakota	William McKinley	3	26,335	1896.0	Republican
North Dakota	William Bryan	0	20,686	1896.0	Democratic
North Dakota	Other (+)	0	370	1896.0	 - 
Ohio	William McKinley	23	525,991	1896.0	Republican
Ohio	William Bryan	0	477,497	1896.0	Democratic
Ohio	Other (+)	0	10,807	1896.0	 - 
Oregon	William McKinley	4	48,779	1896.0	Republican
Oregon	William Bryan	0	46,739	1896.0	Democratic
Oregon	Other (+)	0	1,896	1896.0	 - 
Pennsylvania	William McKinley	32	728,300	1896.0	Republican
Pennsylvania	William Bryan	0	433,228	1896.0	Democratic
Pennsylvania	Other (+)	0	32,827	1896.0	 - 
Rhode Island	William McKinley	4	37,437	1896.0	Republican
Rhode Island	William Bryan	0	14,459	1896.0	Democratic
Rhode Island	Other (+)	0	2,889	1896.0	 - 
South Carolina	William McKinley	0	9,313	1896.0	Republican
South Carolina	William Bryan	9	58,801	1896.0	Democratic
South Carolina	Other (+)	0	824	1896.0	 - 
South Dakota	William McKinley	0	41,042	1896.0	Republican
South Dakota	William Bryan	4	41,225	1896.0	Democratic
South Dakota	Other (+)	0	683	1896.0	 - 
Tennessee	William McKinley	0	148,683	1896.0	Republican
Tennessee	William Bryan	12	167,168	1896.0	Democratic
Tennessee	Other (+)	0	5,052	1896.0	 - 
Texas	William McKinley	0	167,520	1896.0	Republican
Texas	William Bryan	15	370,434	1896.0	Democratic
Texas	Other (+)	0	6,832	1896.0	 - 
Utah	William McKinley	0	13,491	1896.0	Republican
Utah	William Bryan	3	64,607	1896.0	Democratic
Utah	Other (+)	0	21	1896.0	 - 
Vermont	William McKinley	4	51,127	1896.0	Republican
Vermont	William Bryan	0	10,640	1896.0	Democratic
Vermont	Other (+)	0	2,080	1896.0	 - 
Virginia	William McKinley	0	135,379	1896.0	Republican
Virginia	William Bryan	12	154,708	1896.0	Democratic
Virginia	Other (+)	0	4,587	1896.0	 - 
Washington	William McKinley	0	39,153	1896.0	Republican
Washington	William Bryan	4	53,314	1896.0	Democratic
Washington	Other (+)	0	1,116	1896.0	 - 
